timestamp,value,is_anomaly,rolling_mean,rolling_std,ema,z_score,lag_1,lag_2
2024-01-01 02:00:00,51.69567049786985,0,50.870919009534894,0.892335850366662,50.961969353601475,0.9242612946639568,49.92365822471237,50.993428306022466
2024-01-01 03:00:00,53.646299296372426,0,51.56476408124428,1.5673308884984447,51.45002934319619,1.3280764326174475,51.69567049786985,49.92365822471237
2024-01-01 04:00:00,50.33163842728645,0,51.31813895045271,1.4650987547673289,51.24668554030351,-0.6733338076742335,53.646299296372426,51.69567049786985
2024-01-01 05:00:00,50.53105624773203,0,51.186958499999264,1.3492447340877922,51.116571123472326,-0.4861254861303421,50.33163842728645,53.646299296372426
2024-01-01 06:00:00,54.35674025819051,0,51.63978446545516,1.7182580167106627,51.70569278433018,1.5812268974228585,50.53105624773203,50.33163842728645
2024-01-01 07:00:00,52.93168828112581,0,51.80127244241399,1.6550723854377012,51.92860105647484,0.6830008455568963,54.35674025819051,50.53105624773203
2024-01-01 08:00:00,50.65581441863042,0,51.67399932866026,1.5945665665847149,51.69718530413949,-0.6385339636278801,52.93168828112581,54.35674025819051
2024-01-01 09:00:00,52.877188483698056,0,51.79431824416404,1.5507717795657834,51.9117313367865,0.6982782726657699,50.65581441863042,52.93168828112581
2024-01-01 10:00:00,51.06181997775006,0,51.801157411336796,1.5469934743051883,51.75720199877987,-0.47791890907542267,52.877188483698056,50.65581441863042
2024-01-01 11:00:00,51.2529857942455,0,51.93409016829012,1.4196038975394414,51.665526325228164,-0.47978480139788354,51.06181997775006,52.877188483698056
2024-01-01 12:00:00,52.86328428346982,0,52.050851546850105,1.4455949410533573,51.88330049945392,0.5620057967467147,51.2529857942455,51.06181997775006
2024-01-01 13:00:00,48.74676007158251,0,51.560897624371115,1.6592743091265427,51.31302042165911,-1.6960050169582848,52.86328428346982,51.2529857942455
2024-01-01 14:00:00,49.31641436090755,0,51.459375217733225,1.7701939646453575,50.95000113788609,-1.2105796876643384,48.74676007158251,52.86328428346982
2024-01-01 15:00:00,51.83349575318359,0,51.58961916827839,1.741992322047345,51.110636522485635,0.13999865660634844,49.31641436090755,48.74676007158251
2024-01-01 16:00:00,51.12304379799145,0,51.26624952225848,1.4462937084876526,51.11289239075942,-0.09901565873281223,51.83349575318359,49.31641436090755
2024-01-01 17:00:00,53.96657396783235,0,51.369738090929125,1.606820754515297,51.631743586590865,1.6161328944786826,51.12304379799145,51.83349575318359
2024-01-01 18:00:00,51.710066554070956,0,51.475163304473185,1.5892642648134685,51.645984126132696,0.14780628671930876,53.96657396783235,51.12304379799145
2024-01-01 19:00:00,50.88812948110634,0,51.276257404214014,1.5171298437706113,51.508192372491536,-0.25583039230382393,51.710066554070956,53.96657396783235
